STATION,NAME,DATE,TAVG,TMAX,TMIN
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-18,30,34,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-19,32,38,20
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-20,30,35,25
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-21,29,35,24
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-22,28,31,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-23,28,37,16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-24,34,42,17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-25,47,57,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-26,51,64,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-27,36,46,30
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-28,35,41,30
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-29,39,46,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-04-30,37,45,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-01,35,41,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-02,40,46,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-03,39,45,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-04,39,45,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-05,40,52,34
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-06,40,44,37
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-07,41,51,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-08,47,54,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-09,44,52,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-10,52,65,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-11,49,60,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-12,56,65,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-13,58,68,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-14,55,63,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-15,51,58,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-16,53,62,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-17,47,56,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-18,43,53,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-19,39,45,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-20,48,55,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-21,45,55,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-22,48,53,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-23,45,51,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-24,44,49,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-25,45,53,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-26,41,45,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-27,46,54,37
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-28,48,60,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-29,48,58,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-30,46,58,34
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-05-31,46,56,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-01,46,56,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-02,53,62,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-03,54,65,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-04,49,55,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-05,53,63,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-06,47,54,44
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-07,47,57,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-08,53,58,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-09,50,55,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-10,50,60,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-11,50,61,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-12,48,54,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-13,47,56,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-14,49,55,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-15,56,75,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-16,54,58,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-17,58,65,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-18,52,62,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-19,52,56,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-20,55,65,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-21,51,57,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-22,52,56,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-23,55,61,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-24,57,63,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-25,51,56,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-26,52,56,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-27,52,60,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-28,55,64,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-29,55,62,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-06-30,52,58,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-01,55,61,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-02,53,57,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-03,58,69,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-04,56,66,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-05,52,62,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-06,57,63,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-07,55,59,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-08,55,59,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-09,53,58,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-10,54,61,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-11,60,74,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-12,59,69,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-13,56,65,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-14,54,60,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-15,54,62,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-16,62,72,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-17,58,64,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-18,63,69,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-19,63,70,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-20,65,77,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-21,68,76,57
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-22,65,73,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-23,71,82,64
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-24,73,85,65
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-25,71,82,62
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-26,75,86,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-27,73,82,63
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-28,69,73,64
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-29,63,70,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-30,67,75,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-07-31,65,72,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-01,71,79,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-02,67,69,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-03,65,71,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-04,62,67,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-05,65,74,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-06,68,78,62
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-07,67,76,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-08,69,78,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-09,68,80,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-10,67,78,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-11,69,80,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-12,71,78,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-13,69,76,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-14,71,81,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-15,69,77,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-16,66,75,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-17,65,75,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-18,65,71,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-19,64,71,57
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-20,62,70,57
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-21,64,72,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-22,66,75,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-23,69,78,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-24,64,71,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-25,61,72,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-26,70,80,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-27,70,78,64
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-28,71,80,64
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-29,70,79,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-30,76,83,64
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-08-31,75,82,68
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-01,65,80,61
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-02,66,78,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-03,68,78,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-04,60,65,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-05,55,63,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-06,52,54,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-07,52,62,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-08,53,65,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-09,52,67,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-10,50,60,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-11,51,60,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-12,53,62,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-13,50,60,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-14,51,59,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-15,46,60,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-16,46,62,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-17,49,59,34
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-18,50,61,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-19,44,58,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-20,54,62,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-21,54,64,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-22,58,65,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-23,55,58,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-24,56,60,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-25,52,56,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-26,49,53,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-27,53,60,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-28,56,63,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-29,54,63,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-09-30,53,62,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-01,48,54,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-02,47,54,44
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-03,50,58,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-04,39,45,34
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-05,41,46,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-06,50,58,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-07,55,60,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-08,51,58,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-09,43,46,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-10,44,51,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-11,54,61,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-12,55,61,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-13,45,52,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-14,39,53,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-15,34,39,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-16,42,49,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-17,39,48,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-18,46,54,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-19,43,53,36
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-20,40,47,35
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-21,33,37,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-22,33,39,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-23,28,34,19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-24,29,31,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-25,23,34,16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-26,27,38,15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-27,38,44,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-28,33,38,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-29,32,36,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-30,31,40,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-10-31,29,37,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-01,27,32,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-02,26,34,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-03,43,49,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-04,33,49,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-05,22,28,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-06,17,22,15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-07,19,20,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-08,25,27,19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-09,21,27,15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-10,20,25,11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-11,20,25,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-12,24,26,20
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-13,18,25,10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-14,24,31,10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-15,29,35,21
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-16,24,26,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-17,18,25,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-18,18,27,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-19,18,20,16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-20,20,25,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-21,20,24,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-22,20,22,18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-23,19,23,12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-24,17,29,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-25,19,33,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-26,17,26,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-27,17,26,5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-28,8,20,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-29,17,27,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-11-30,18,27,10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-01,20,21,17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-02,25,31,11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-03,9,22,0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-04,12,13,0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-05,6,12,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-06,2,6,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-07,-3,2,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-08,-7,-1,-14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-09,6,8,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-10,7,13,-2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-11,11,17,4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-12,4,8,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-13,-4,6,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-14,-4,2,-14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-15,3,9,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-16,2,9,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-17,3,15,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-18,15,20,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-19,22,25,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-20,25,33,14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-21,4,14,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-22,6,19,-8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-23,11,18,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-24,4,9,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-25,3,10,-3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-26,-4,9,-10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-27,7,10,-13
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-28,17,24,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-29,8,12,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-30,-2,10,-11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1920-12-31,-2,7,-13
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-01,46,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-02,54,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-03,48,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-04,45,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-05,51,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-06,54,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-07,46,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-08,50,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-09,55,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-10,60,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-11,53,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-12,54,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-13,58,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-14,55,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-15,58,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-16,57,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-17,52,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-18,58,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-19,63,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-20,62,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-21,60,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-22,66,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-23,60,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-24,62,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-25,66,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-26,56,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-27,61,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-28,61,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-29,59,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-06-30,54,,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-01,49,54,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-02,55,63,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-03,52,61,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-04,55,62,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-05,60,65,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-06,61,70,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-07,58,62,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-08,53,59,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-09,60,70,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-10,55,62,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-11,53,59,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-12,56,65,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-13,63,71,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-14,68,77,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-15,72,80,
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1925-07-16,58,73,
